submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Sailing DOD,sailingdod,,sailing_double_over_down,promoted-canonical,canonical,canonical,unknown-modifier-token,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,SG,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=double_over_down promoted=2026-07-14-james-session-1-batch-D1,complete-trick,derivable-notation,,mechanical
Spinning Symposium Double Over Down,spinningsymposiumdoubleoverdown,,spinning_symposium_double_over_down,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,FM,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=double_over_down promoted=2026-07-14-james-session-1-batch-D1,complete-trick,derivable-notation,,mechanical
Stepping far Symp. Double Down,steppingfarsympdoubledown,,stepping_symposium_paradon,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,PB,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=paradon promoted=2026-07-14-james-session-1-batch-D1,complete-trick,derivable-notation,,mechanical
Tapping Double Down,tappingdoubledown,,,,deferred,deferred,ambiguous-terminal-mechanic,C,,curator (Identity paper sets the frame; per-trick check is curator),high,PB,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-evidence=no-set-or-side-marker,complete-trick,folk-name-only,source-recovery,evidence
Toe far Symp. Double Down,toefarsympdoubledown,,symposium_paradon,down-family-cell-label,alias,alias,ambiguous-terminal-mechanic,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,PB,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=paradon requeue=2026-07-14-cell-resolves-to-live-symposium_paradon,complete-trick,derivable-notation,,mechanical
Toe near Symp. Double Down,toenearsympdoubledown,,symposium_double_over_down,down-family-cell-label,alias,alias,ambiguous-terminal-mechanic,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,PB,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=double_over_down requeue=2026-07-14-cell-resolves-to-live-symposium_double_over_down,complete-trick,derivable-notation,,mechanical
Toe set Spinning Double Over Down,toesetspinningdoubleoverdown,,spinning_double_over_down,promoted-canonical,canonical,canonical,ambiguous-terminal-mechanic,A,down-family-per-trick-verification,curator (Identity paper sets the frame; per-trick check is curator),high,FM,section=doctrine intake=doctrine_pending ruled=james-session-1-2026-07-14-cell=double_over_down promoted=2026-07-14-james-session-1-batch-D1,complete-trick,derivable-notation,,mechanical
Baragging far Symp. Mirage,baraggingfarsympmirage,furious (barraging) + symposium mirage; far redundant on OP-default dexes,rage,formula-identity,alias,alias,,A,,,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far requeue=ruled-2026-07-14-redundant-far-alias-of-live-canonical,complete-trick,compositional-name-only,,mechanical
Butterfy near Osis,butterfynearosis,,,positional,doctrine,osis_spin_to_catch,ambiguous-terminal-mechanic,C,doctrine:osis_spin_to_catch,Notation paper,high,PB,section=parser intake=low_confidence positional=blocked-on-osis-side-question,complete-trick,compositional-name-only,Q10,james+red
Clipper far triple-dex Butterfly,clipperfartripledexbutterfly,,,positional,authoring,authoring,unknown-modifier-token,C,rider:double/count-quantifier(FS-26),Scoring paper,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far,complete-trick,compositional-name-only,Q03,james+red
Fairy ss Double Legover,fairyssdoublelegover,fairy + double legover; distributive ss config (every dex SAME),fairy_double_leg_over_same_side,formula-identity,alias,alias,,A,,,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive requeue=ruled-2026-07-14-already-promoted-same-side-canonical,complete-trick,compositional-name-only,,mechanical
Flailing far Butterfly,flailingfarbutterfly,,,positional,undefined_operator,flailing,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far,complete-trick,compositional-name-only,Q02,james+red
Flailing far Symp. Mirage,flailingfarsympmirage,,,positional,undefined_operator,flailing,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far,complete-trick,compositional-name-only,Q02,james+red
Flailing ss Symposium Double Legover,flailingsssymposiumdoublelegover,,,positional,undefined_operator,flailing,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Flailing ss Symposium Mirage,flailingsssymposiummirage,,,positional,undefined_operator,flailing,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Flailing ss Symposium Whirl,flailingsssymposiumwhirl,,,positional,undefined_operator,flailing,unknown-modifier-token,C,undefined-operator:flailing,Scoring paper,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Frantic op Butterfly,franticopbutterfly,,,positional,undefined_operator,frantic,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far,complete-trick,compositional-name-only,Q02,james+red
Frantic ss Butterfly,franticssbutterfly,,,positional,undefined_operator,frantic,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Frantic ss Illusion,franticssillusion,,,positional,undefined_operator,frantic,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Frantic ss Mirage,franticssmirage,,,positional,undefined_operator,frantic,unknown-modifier-token,C,undefined-operator:frantic,Scoring paper,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive,complete-trick,compositional-name-only,Q02,james+red
Nuclear ss Guay,nuclearssguay,nuclear + guay; distributive ss config (every dex SAME),nuclear_guay_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Nuclear ss Illusion,nuclearssillusion,nuclear + illusion; distributive ss config (every dex SAME),nuclear_illusion_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Nuclear ss Legover,nuclearsslegover,nuclear + legover; distributive ss config (every dex SAME),nuclear_legover_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Nuclear ss Mirage,nuclearssmirage,nuclear + mirage; distributive ss config (every dex SAME),nuclear_mirage_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Nuclear ss Pickup,nuclearsspickup,nuclear + pickup; distributive ss config (every dex SAME),nuclear_pickup_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Nuclear ss Reverse Guay,nuclearssreverseguay,nuclear + reverse guay; ss configuration collides: every dex of the plain form is already SAME so the distributive reading restates nuclear_rev_guay verbatim and the catch-targeted reading restates nuclear_guay_same_side,nuclear_rev_guay,name-or-alias-resolution,alias,alias,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive requeue=2026-07-14-promotion-stopped-configuration-collision ruled=james-session-1-2026-07-14-alias=nuclear_rev_guay-distributive-default,complete-trick,partial-structure,,mechanical
Nuclear ss Reverse Whirl,nuclearssreversewhirl,nuclear + rev whirl; distributive ss config (every dex SAME),nuclear_reverse_whirl_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo far Mirage,pogofarmirage,,pogo_mirage,formula-identity,alias,alias,,A,,,high,PB,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-redundant-far-alias,complete-trick,compositional-name-only,,mechanical
Pogo ss Clipper,pogossclipper,pogo + clipper; ss targets the catch (unique off-side element),,,doctrine,doctrine,,C,doctrine:pogo_clipper_terminal,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-catch-modify requeue=ruled-2026-07-14-inherits-plain-form-kick-vs-stall-terminal,complete-trick,compositional-name-only,Q12,james+red
Pogo ss Flail,pogossflail,pogo + flail; distributive ss config (every dex SAME),pogo_flail_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo ss Illusion,pogossillusion,pogo + illusion; distributive ss config (every dex SAME),pogo_illusion_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo ss Legover,pogosslegover,pogo + legover; distributive ss config (every dex SAME),pogo_legover_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo ss Mirage,pogossmirage,pogo + mirage; distributive ss config (every dex SAME),pogo_mirage_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo ss Pickup,pogosspickup,pogo + pickup; distributive ss config (every dex SAME),pogo_pickup_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Pogo ss Symposium Mirage,pogosssymposiummirage,pogo + symposium mirage; distributive ss config (every dex SAME),pogo_symposium_mirage_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Railing ss Butterfly,railingssbutterfly,,railing_butterfly_same_side,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Railing ss Double Legover,railingssdoublelegover,,railing_double_leg_over_same_side,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Shooting ss Clipper,shootingssclipper,shooting + clipper; distributive ss config (the live base has two dexes so the distributive flip governs; catch stays OP),shooting_clipper_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-14-distributive-supersedes-catch-modify promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Shooting ss Illusion,shootingssillusion,shooting + illusion; distributive ss config (every dex SAME),shooting_illusion_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Shooting ss Legover,shootingsslegover,shooting + legover; distributive ss config (every dex SAME),shooting_legover_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Shooting ss Mirage,shootingssmirage,shooting + mirage; distributive ss config (every dex SAME),shooting_mirage_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Shooting ss Pickup,shootingsspickup,shooting + pickup; distributive ss config (every dex SAME),shooting_pickup_same_side,promoted-canonical,canonical,canonical,,A,,,high,SG,section=frontier intake=unresolved_candidate positional=ruled-2026-07-13-distributive promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Slicing far Butterfly,slicingfarbutterfly,,,positional,undefined_operator,slicing,unknown-modifier-token,C,undefined-operator:slicing,Scoring paper,high,PB,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far,complete-trick,compositional-name-only,Q02,james+red
Stepping Ducking Far Double Pickup,steppingduckingfardoublepickup,stepping + ducking + double pickup; distributive far config (every dex OP),stepping_ducking_far_double_pickup,promoted-canonical,canonical,canonical,,A,,,high,FM,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive-far promoted=2026-07-14-authoring-queue-batch,complete-trick,compositional-name-only,,mechanical
Surfing ss Pickup,surfingsspickup,,surfing_pickup_same_side,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:surfing,Scoring paper,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-distributive promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Zulu Far Legover,zulufarlegover,,zulu_legover,formula-identity,alias,alias,,A,,,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far-alias,complete-trick,compositional-name-only,,mechanical
Zulu Far Pickup,zulufarpickup,,zulu_pickup,formula-identity,alias,alias,,A,,,high,SG,section=parser intake=low_confidence positional=ruled-2026-07-13-redundant-far-alias,complete-trick,compositional-name-only,,mechanical
Full Symp Kiwi,fullsympkiwi,,,,folk,folk,ambiguous-terminal-mechanic,F,,,high,PB,section=parser intake=low_confidence identity=unrulable-reject-2026-07-13-no-footage-found-and-source-internal-contradiction-tapping-paradon-alias-vs-full-symposium-reading-search-exhausted-repo-staging-plus-four-channel-inventories-plus-public-term-search,source-fragment,contradictory,,none
"POD, Pixie Over Down",podpixieoverdown,pixie + over-down (the setting leg performs the pixie dex and returns for the second downtime dex),pixie_over_down,promoted-canonical,canonical,canonical,,A,,,high,PB,section=doctrine intake=doctrine_unresolved identity=ruled-POD-2026-07-13-from-footage-distinct-from-dimmier-pixie-DOD promoted=2026-07-14-james-session-1-A0 alias-pod-retargeted-from-pixie_double_over_down,complete-trick,verified-footage,,mechanical
BS Fusion,bsfusion,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
BS Paste,bspaste,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
BS Pigbeater,bspigbeater,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
BS Reactor,bsreactor,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Bubba Beater,bubbabeater,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Butterfly Swivel,butterflyswivel,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Butterfly Symp. Blink,butterflysympblink,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
"Butterfly, Down",butterflydown,,,,authoring,authoring,unknown-modifier-token,F,,,high,PB,section=frontier intake=unresolved_candidate,malformed,none,,mechanical
Clipper far Double Down,clipperfardoubledown,,down_double_down,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,PB,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=down_double_down,complete-trick,partial-structure,,mechanical
Clipper far DSO,clipperfardso,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Clipper far Grifter,clipperfargrifter,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Clipper near Double Down,clipperneardoubledown,,barfly,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,PB,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=barfly,complete-trick,partial-structure,,mechanical
Clipper set ss Double Over Down,clippersetssdoubleoverdown,,barfly,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,FM,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=barfly,complete-trick,partial-structure,,mechanical
Delusional Butterfly,delusionalbutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Double Down,doubledown,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,generic-term,folk-name-only,,mechanical
Double Helix,doublehelix,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Double Over Downing Osis,doubleoverdowningosis,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Double Reverse ATW,doublereverseatw,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Double Whip,doublewhip,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
double-dex ATW,doubledexatw,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
double-dex Twist,doubledextwist,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Far Double Switchover,fardoubleswitchover,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Far Triple Over Down,fartripleoverdown,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Flailing Blacula,flailingblacula,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Flaming Homer,flaminghomer,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Flaming Tard,flamingtard,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Flaring Butterfly,flaringbutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Frantic Clipper,franticclipper,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Frenzy,frenzy,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Frozen Butterfly,frozenbutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Fusing Clipper,fusingclipper,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Grifter (same side),griftersameside,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Gryo DLO,gryodlo,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Ill Frenzy,illfrenzy,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Illusioning Clipper (Grifter),illusioningclippergrifter,,reverse_drifter,name-or-alias-resolution,alias,alias,folk-name-opacity,A,,,medium,SG,section=folk intake=low_confidence requeue=ev-restructure-2026-07-14-live-identity-resolution,complete-trick,compositional-name-only,,mechanical
Illusioning far Clipper,illusioningfarclipper,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
In(-Out) Dex,inoutdex,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,generic-term,folk-name-only,,mechanical
Inside Stall moved to Clipper Stall,insidestallmovedtoclipperstall,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,malformed,none,,mechanical
Johny Quest,johnyquest,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Johny Vodka,johnyvodka,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Jolimont ss Mirage,jolimontssmirage,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Kill Frenzy,killfrenzy,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Kiss Of The Scorpion,kissofthescorpion,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Leaning Jowler,leaningjowler,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Mama Curve,mamacurve,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Massacre,massacre,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Midtime Toe near Illusion,midtimetoenearillusion,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Midtime Toe near Mirage,midtimetoenearmirage,,,,folk,folk,unknown-modifier-token,F,,,medium,PB,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Neutron Smasher,neutronsmasher,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Nuclear,nuclear,,,,authoring,authoring,compression-ambiguity,F,,,high,FB,section=frontier intake=unresolved_candidate,set-operator,compositional-name-only,,mechanical
Null Butterfly,nullbutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Out(-In) Dex,outindex,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,generic-term,folk-name-only,,mechanical
Peeking Osis,peekingosis,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Pixie ss Original Tap,pixiessoriginaltap,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Pyro Torque,pyrotorque,,,,doctrine,doctrine,unknown-modifier-token,C,undefined-operator:fyro,,medium,FM,section=parser intake=low_confidence requeue=ev-restructure-2026-07-14-likely-fyro-misspelling ruled=james-session-1-2026-07-14-fold=fyro-spelling-variant-survivor-fyro,complete-trick,compositional-name-only,Q02,james+red
Quasi Whirl,quasiwhirl,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Rasmus,rasmus,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Rev. Big Apple,revbigapple,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Reverse Walkover,reversewalkover,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
S&M Smasher,sandmsmasher,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Scattered Whirl,scatteredwhirl,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Scorpions Toe Nail,scorpionstoenail,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Slapping,slapping,,,,folk,folk,folk-name-opacity,F,,,medium,FB,section=folk intake=low_confidence,set-operator,folk-name-only,,mechanical
Slapping Clipper,slappingclipper,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Slapping DLO,slappingdlo,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Smiling Far Butterfly,smilingfarbutterfly,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Spitfire,spitfire,,swirl_dragon,name-or-alias-resolution,alias,alias,folk-name-opacity,A,,,medium,FM,section=folk intake=low_confidence resolved=2026-07-14-swirl-dragon-promotion-registered-the-folk-alias,complete-trick,folk-name-only,,mechanical
Splicing Infinity,splicinginfinity,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Spyro Symposium Torquescrew,spyrosymposiumtorquescrew,,,,folk,folk,unknown-modifier-token,F,,,medium,FM,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Symple ATW,sympleatw,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Symple Reverse ATW,symplereverseatw,,,,folk,folk,folk-name-opacity,F,,,medium,SG,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Symposium Bubba Beater,symposiumbubbabeater,,,,folk,folk,unknown-modifier-token,F,,,medium,SG,section=parser intake=low_confidence,observational-name,folk-name-only,,none
Toe far Double Down,toefardoubledown,,paradon,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,PB,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=paradon,complete-trick,partial-structure,,mechanical
Toe midtime near Whirr,toemidtimenearwhirr,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Toe near Double Down,toeneardoubledown,,double_over_down,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,PB,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=double_over_down,complete-trick,partial-structure,,mechanical
Toe near Triage,toeneartriage,,,,folk,folk,folk-name-opacity,F,,,medium,PB,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Toe set os Double Over Down,toesetosdoubleoverdown,,paradon,down-family-cell-label,alias,alias,folk-name-opacity,A,,,medium,FM,section=folk intake=low_confidence ruled=james-session-1-2026-07-14-cell-alias=paradon,complete-trick,partial-structure,,mechanical
Toe set os Double Over Down Dragon,toesetosdoubleoverdowndragon,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
Toe set os Double Over Down Flapper,toesetosdoubleoverdownflapper,,,,folk,folk,folk-name-opacity,F,,,medium,FM,section=folk intake=low_confidence,observational-name,folk-name-only,,none
