submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Blurry Symposium Whirling XBD Rake,blurrysymposiumwhirlingxbdrake,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,FM,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q01,james+red
Blurry Voodoo,blurryvoodoo,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,SG,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q01,james+red
Blurry Zulu Blender,blurryzulublender,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,FM,section=doctrine intake=doctrine_unresolved,complete-trick,compositional-name-only,Q01,james+red
Blurry Zulu Blender (Odula),blurryzulublenderodula,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,SG,section=doctrine intake=doctrine_unresolved,complete-trick,compositional-name-only,Q01,james+red
Blurry Zulu Butterfly,blurryzulubutterfly,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,SG,section=doctrine intake=doctrine_unresolved,complete-trick,compositional-name-only,Q01,james+red
Blurry Zulu Mirage,blurryzulumirage,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,SG,section=doctrine intake=doctrine_unresolved,complete-trick,compositional-name-only,Q01,james+red
BS Blurriest,bsblurriest,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,PB,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q01,james+red
BS Fury,bsfury,,,,authoring,authoring,unknown-modifier-token,C,doctrine:blurry_expansion,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q01,james+red
BS Magellan,bsmagellan,,,,authoring,authoring,unknown-modifier-token,C,doctrine:blurry_expansion,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q01,james+red
Dragon Blurry Butterfly Dragon (Flipwalk),dragonblurrybutterflydragonflipwalk,,,,doctrine,blurry_expansion,compression-ambiguity,C,doctrine:blurry_expansion,Scoring paper,high,SG,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q01,james+red
Paradox Blurry Whirl,paradoxblurrywhirl,,,,doctrine,blurry_expansion,,C,doctrine:blurry_expansion,Scoring paper,high,FB,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q01,james+red
Butterfly XBD Rake,butterflyxbdrake,,,,doctrine,crossbody_rake_base,ambiguous-terminal-mechanic,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Da Da Curve XBD Rake,dadacurvexbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Fairy Crossbody Rake,fairycrossbodyrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Far Crossbody Rake,farcrossbodyrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Paradox Drifter XBD Rake,paradoxdrifterxbdrake,,,,doctrine,crossbody_rake_base,ambiguous-terminal-mechanic,C,doctrine:crossbody_rake_base,Notation paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Pixie ss Symposium Reverse Whirling XBD Rake,pixiesssymposiumreversewhirlingxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Pixie ss XBD Rake,pixiessxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Spinning XBD Rake,spinningxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Surging PS Whirling XBD Rake,surgingpswhirlingxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Swirling XBD Rake,swirlingxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Symposium Reverse Whirling XBD Rake,symposiumreversewhirlingxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q06,james+red
Weaving XBD Rake,weavingxbdrake,,,,doctrine,crossbody_rake_base,unknown-modifier-token,C,doctrine:crossbody_rake_base,Notation paper,high,SG,section=doctrine intake=doctrine_unresolved,complete-trick,compositional-name-only,Q06,james+red
Illusioning Symp. Illusioning Legover,illusioningsympillusioninglegover,,,,doctrine,repeated_operator,unknown-modifier-token,C,doctrine:repeated_operator,Scoring paper,high,PB,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q04,james+red
Pixie Miraging Symposium Miraging Legover,pixiemiragingsymposiummiraginglegover,pixie(+1) + miraging(+1) + symposium(+1) + miraging(+1) + legover(2) = 6,,,doctrine,repeated_operator,,C,doctrine:repeated_operator,Scoring paper,high,FM,section=ready intake=promotion_ready,complete-trick,compositional-name-only,Q04,james+red
Spinning far Miraging Symp. Miraging Refraction,spinningmiragingsymposiummiragingrefraction,spinning(+1) + miraging(+1) + symposium(+1) + miraging(+1) + refraction(3) = 7,,,doctrine,repeated_operator,,C,doctrine:repeated_operator,Scoring paper,high,PB,section=ready intake=promotion_ready,complete-trick,compositional-name-only,Q04,james+red
Symp. Illusioning Illusioning Mirage,sympillusioningillusioningmirage,,,,doctrine,repeated_operator,unknown-modifier-token,C,doctrine:repeated_operator,Scoring paper,high,PB,section=frontier intake=unresolved_candidate,complete-trick,compositional-name-only,Q04,james+red
Terraging Clipper,terragingclipper,,,,doctrine,terraging_chain,ambiguous-terminal-mechanic,C,doctrine:terraging_chain,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,contradictory,Q05,james+red
Terraging near Clipper,terragingnearclipper,,,,doctrine,terraging_chain,ambiguous-terminal-mechanic,C,doctrine:terraging_chain,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,contradictory,Q05,james+red
Gyro Weaving Butterfly,gyroweavingbutterfly,,,,deferred,mirror-ineligible,,C,mirror-ineligible:no-canonical-mirror,none (deferred by design),high,SG,section=doctrine intake=doctrine_unresolved mirror=gyro_ducking_butterfly-absent,complete-trick,compositional-name-only,source-recovery,evidence
Quantum Weaving Butterfly,quantumweavingbutterfly,,,,deferred,mirror-ineligible,parser-ambiguity,C,mirror-ineligible:no-canonical-mirror,none (deferred by design),high,FM,section=doctrine intake=doctrine_unresolved mirror=quantum_ducking_butterfly-absent,complete-trick,compositional-name-only,source-recovery,evidence
Tapping Weaving Mirage,tappingweavingmirage,,,,deferred,mirror-ineligible,,C,mirror-ineligible:no-canonical-mirror,none (deferred by design),high,SG,section=doctrine intake=doctrine_unresolved mirror=tapping_ducking_mirage-absent,complete-trick,compositional-name-only,source-recovery,evidence
Atomic Zulu Mirage,atomiczulumirage,,atomic_zulu_mirage,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Fairy Zulu Butterfly,fairyzulubutterfly,,fairy_zulu_butterfly,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Fairy Zulu Mirage,fairyzulumirage,,fairy_zulu_mirage,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Pixie Zulu Butterfly,pixiezulubutterfly,,pixie_zulu_butterfly,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Pixie Zulu Mirage,pixiezulumirage,,,,deferred,mirror-ineligible,unknown-modifier-token,C,mirror-ineligible:mirror-inactive,none (deferred by design),high,SG,section=parser intake=low_confidence mirror=pixie_ducking_mirage-inactive,complete-trick,compositional-name-only,source-recovery,evidence
Pixie Zulu Osis,pixiezuluosis,,pixie_zulu_osis,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Pixie Zulu Symposium Mirage,pixiezulusymposiummirage,,pixie_zulu_symposium_mirage,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Pixie Zulu Whirl,pixiezuluwhirl,,pixie_zulu_whirl,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Spinning Zulu Butterfly,spinningzulubutterfly,,spinning_zulu_butterfly,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Zulu Eclipse,zulueclipse,,zulu_eclipse,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Zulu Paradox Drifter,zuluparadoxdrifter,,zulu_paradox_drifter,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Zulu Paradox Mirage,zuluparadoxmirage,,zulu_paradox_mirage,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Zulu Paradox Whirl,zuluparadoxwhirl,,,,deferred,mirror-ineligible,unknown-modifier-token,C,mirror-ineligible:mirror-inactive,none (deferred by design),high,SG,section=parser intake=low_confidence mirror=ducking_paradox_whirl-inactive,complete-trick,compositional-name-only,source-recovery,evidence
Zulu Reverse Guay,zulureverseguay,,zulu_reverse_guay,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Zulu Symposium Mirage,zulusymposiummirage,,zulu_symposium_mirage,promoted-canonical,canonical,canonical,,A,,,high,SG,section=parser intake=low_confidence promoted=2026-07-13-mirror-rule,complete-trick,compositional-name-only,,mechanical
Pogo Clipper,pogoclipper,,,,doctrine,doctrine,ambiguous-terminal-mechanic,C,doctrine:pogo_clipper_terminal,internal / curator (tracked deferral),high,SG,section=frontier intake=unresolved_candidate requeue=ruled-2026-07-14-kick-vs-stall-terminal-row-deferral,complete-trick,compositional-name-only,Q12,james+red
Atomic DSO,atomicdso,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Atomic far DLO,atomicfardlo,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Atomic Motion,atomicmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Barfly Reverse Swirl,barflyreverseswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Barraging far DLO,barragingfardlo,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Barraging far Motion,barragingfarmotion,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Bubba Butterfly,bubbabutterfly,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Bubba Legover,bubbalegover,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Bubba Paradox Flail,bubbaparadoxflail,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Bubba Paradox Symposium Eggbeater,bubbaparadoxsymposiumeggbeater,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Bubba ss Mirage,bubbassmirage,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Butterfly Reverse Swirl,butterflyreverseswirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Butterfly Twirl,butterflytwirl,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Butterflying Symposium Reverse Swirling Toe,butterflyingsymposiumreverseswirlingtoe,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
Diving,diving,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FB,section=parser intake=low_confidence,set-operator,not-applicable,,mechanical
Dragon set Stepping op Firewalk,dragonsetsteppingopfirewalk,,,,parser,parser,ambiguous-terminal-mechanic,C,parser:ambiguous-terminal-mechanic,parser (internal),medium,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q07,james+red
