canonical_slug,canonical_display_name,frontier_tier,frontier_failures,recommended_action,raw_source_count,source_family_count,source_families,source_systems,in_canonical_db,canonical_publication_status,canonical_official_add,canonical_has_notation,canonical_has_op_notation,notation_source_count,notation_canonical,notation_fm,notation_fborg,notation_passback,notation_stanford,notation_internal_ts,parser_status,per_family_add_claims,add_claim_min,add_claim_max,add_claim_spread,doctrine_divergence_tier,composite_modifier_flag
darkwalk,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),,Pixie Diving near Butterfly,Z+1&+0-X,Pixie Diving near Butterfly,parser-clean,fm=5;internal_ts=2;passback=2;stanford=5,2,5,3,large,0
dimwalk,dimwalk,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,0,3,,Toe > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Pixie far Butterfly,Z+1.-0-X,,parser-clean,canonical=4;fm=4;passback=2;stanford=4,2,4,2,large,0
dyno,dyno,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,5,DYNO,SET > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],(downtime) Whipping Osis,*.-0\+X,,parser-clean,canonical=4;fborg=4;fm=4;passback=1;stanford=4,1,4,3,large,0
flail,flail,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,4,SYMPOSIUM ILLUSION,SET > (no plant while) [BOD] OP OUT [DEX] > OP TOE [DEL],,Symp. Illusion,Z.-!0-Z,,parser-clean,canonical=3;fm=3;passback=1;stanford=3,1,3,2,large,0
flux,,2_curator_review,divergence_large,curator_review_single_filter,6,5,"fborg,fm,internal_ts,passback,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,5,,Set >> Op Out (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Set >> Op Out (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),(downtime) Illusioning far Osis,X.-0/-X,Set >> Op Out (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fborg=4;fm=4;passback=1;stanford=4,1,4,3,large,0
fog,fog,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),,Stepping far DLO,X-1.-1-0+Z,,parser-clean,canonical=5;fm=5;passback=3;stanford=5,3,5,2,large,0
food-processor,food processor,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,0,0,3,,Clip > Op In (DEX) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Stepping far Blender,X-1.-1\+X,,parser-clean,canonical=6;fm=6;passback=2;stanford=6,2,6,4,large,0
fury,fury,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(PDX)(XDEX) > Op Toe (DEL),,Barraging far Mirage,X-1+1.-1-Z,,parser-clean,canonical=5;fm=6;passback=3;stanford=5,3,6,3,large,0
fusion,fusion,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Atomic far Double Down,Z-0.-0+0-X,,parser-clean,canonical=5;fm=5;passback=3;stanford=5,3,5,2,large,0
gary-coleman,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> (no plant while) Op Front Whirl (DEX)(XDEX)(BOD) > Op Clip (XBD)(DEL),,"BS Reactor, Atomic far Symp. Whirl",Z-0.-!1-X,BS Reactor,parser-clean,fm=6;internal_ts=2;passback=2;stanford=6,2,6,4,large,0
gauntlet,gauntlet,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,7,1,0,4,STEPPING DUCKING PARADOX TORQUE,Clip > Op In (DEX) >> Duck (BOD) >> Op In (DEX)(PDX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,Stepping Ducking Torque,X-1^-1/-X,,parser-clean,canonical=7;fm=7;passback=2;stanford=7,2,7,5,large,0
golden-shower,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),,Stepping Ducking far Symp. Eggbeater,X-1^-0-0+Z,Stepping Ducking far Symp. Eggbeater,parser-clean,fm=6;internal_ts=3;passback=3;stanford=6,3,6,3,large,0
goliath,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),,"Pixie Ducking far DLO, Alpine Smog",Z+1^-1-0+Z,Pixie Ducking far DLO,parser-clean,fm=5;internal_ts=3;passback=3;stanford=5,3,5,2,large,0
gyro-butterfly,,2_curator_review,composite_modifier,curator_review_single_filter,6,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,gyro(+1) + butterfly(3) --> 4 ADDs,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,X.\+0-X,,parser-clean,fborg=4;fm=4;stanford=4,4,4,0,none,1
hatchet,hatchet,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,1,4,CLIP >> DIVE [BOD] > SAME FRONT WHIRL [DEX] > OP CLIP [XBD] [DEL],Clip >> Dive (BOD) > Same Front Whirl (DEX) > Op Clip (XBD)(DEL),,Clipper Diving near Whirl,Z&+1-X,,parser-clean,canonical=4;fm=4;passback=1;stanford=4,1,4,3,large,0
illusion,illusion,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,2,1,0,5,ILLUSION,SET > OP OUT [DEX] > OP TOE [DEL],SET > OP OUT [DEX] > OP TOE [DEL],(downtime) leggy out dex>op toe,*.-0-Z,,parser-clean,canonical=2;fborg=3;fm=2;passback=1;stanford=2,1,3,2,large,0
irish-cream,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,"Atomic Gyro Torque, Tapping Mobius",Z-0.\-1/-X,Atomic Gyro Torque,parser-clean,fm=6;internal_ts=2;passback=2;stanford=6,2,6,4,large,0
locomotion,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Stepping far Motion,X-1.-0+0\+X,Stepping far Motion,parser-clean,fm=6;internal_ts=3;passback=3;stanford=6,3,6,3,large,0
maelstrom,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),,"Spinning Ducking far Whirl, Alpine Spinning Whirl, Spinning Tomahawk",X\^-1-X,Spinning Ducking far Whirl,parser-clean,fm=6;internal_ts=1;passback=1;stanford=6,1,6,5,large,0
matador,matador,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,1,4,CLIP > SAME OUT [DEX] [PDX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Nuclear far Butterfly,X+0.-0-X,,parser-clean,canonical=5;fm=5;passback=2;stanford=5,2,5,3,large,0
merkon,merkon,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,4,SPINNING LEGOVER,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Toe (DEL),,Spinning Legover,X.\-0+Z,,parser-clean,canonical=3;fm=3;passback=1;stanford=3,1,3,2,large,0
mind-bender,mind bender,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,1,1,4,CLIP >> DUCK [BOD] >> SAME FRONT WHIRL [DEX] [PDX] > (BACK) SPIN [BOD] > SAME CLIP [XBD] [DEL],Clip >> Duck (BOD) >> Same Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Clipper Ducking far Blender,X^-1\+X,,parser-clean,canonical=6;fm=6;passback=1;stanford=6,1,6,5,large,0
mirage,mirage,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,2,1,0,5,MIRAGE,SET > OP IN [DEX] > OP TOE [DEL],SET > OP IN [DEX] > OP TOE [DEL],(downtime) hippy in dex>op toe,*.-1-Z,,parser-clean,canonical=2;fborg=3;fm=2;passback=1;stanford=2,1,3,2,large,0
mobius,mobius,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,0,4,MOBIUS,Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,Gyro Torque,X.\+1/-X,,parser-clean,canonical=5;fm=5;passback=1;stanford=5,1,5,4,large,0
moby-dick,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,"Mobiusscrew, Gyro Torquescrew",X.\+1-0\+X,Mobiusscrew,parser-clean,fm=6;internal_ts=2;passback=2;stanford=6,2,6,4,large,0
montage,montage,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,7,1,1,4,CLIP >> (BACK) SPIN [BOD] > DUCK [BOD] >> (NO PLANT WHILE) OP FRONT WHIRL [DEX] [PDX] [BOD] > OP CLIP [XBD] [DEL],Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL),,Spinning Ducking far Symp. Whirl,X\^-!1-X,,parser-clean,canonical=7;fm=7;passback=1;stanford=7,1,7,6,large,0
morpheus,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) > Duck (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),,"Spinning Ducking far Drifter, Alpine Void",X\^-1+X,Spinning Ducking far Drifter,parser-clean,fm=6;internal_ts=1;passback=1;stanford=6,1,6,5,large,0
motion-sickness,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),,Spinning far Motion,X.\-0+0\+X,Spinning far Motion,parser-clean,fm=6;internal_ts=2;passback=2;stanford=6,2,6,4,large,0
mullet,mullet,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,1,1,4,CLIP >> DUCK [BOD] >> (NO PLANT WHILE) SAME FRONT WHIRL [DEX] [PDX] [BOD] > OP CLIP [XBD] [DEL],Clip >> Duck (BOD) >> (no plant while) Same Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL),,"Clipper Ducking far Symp. Whirl, Symp. Tomahwak",X^+!1-X,,parser-clean,canonical=6;fm=6;passback=1;stanford=6,1,6,5,large,0
osis,osis,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fborg,fm,passback,stanford","canonical_db,fborg_text,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,1,0,5,OSIS,SET > (back or front) SPIN [BOD] > SAME or OP CLIP [XBD] [DEL],SET > (back or front) SPIN [BOD] > SAME or OP CLIP [XBD] [DEL],(downtime) Gyro Clipper,X.\-X,,parser-clean,canonical=3;fborg=3;fm=3;passback=0;stanford=3,0,3,3,large,0
pandemonium,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),,"Pixie far Symp. Eggbeater, BS Pigbeater",Z+1.-!0-0+Z,Pixie far Symp. Eggbeater,parser-clean,fm=5;internal_ts=3;passback=3;stanford=5,3,5,2,large,0
paratoxic,,2_curator_review,divergence_large,curator_review_single_filter,6,5,"fborg,fm,internal_ts,passback,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,5,,Clip >> Same In (DEX) > (no plant while) Op Front Whirl (DEX)(XDEX)(BOD)(PDX) > Op Clip (XBD)(DEL),Clip >> Same In (DEX) > (no plant while) Op Front Whirl (DEX)(XDEX)(BOD)(PDX) > Op Clip (XBD)(DEL),Pdx. Toxic,X+1.-!1-X,Clip >> Same In (DEX) > (no plant while) Op Front Whirl (DEX)(XDEX)(BOD)(PDX) > Op Clip (XBD)(DEL),parser-clean,fborg=6;fm=6;passback=2;stanford=7,2,7,5,large,0
phoenix,phoenix,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,1,4,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Pixie Ducking Butterfly,Z+1^-0-X,,parser-clean,canonical=5;fm=5;passback=2;stanford=5,2,5,3,large,0
plasma,plasma,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Quantum far Double Down,Z-1.-0+0-X,,parser-clean,canonical=5;fm=5;passback=3;stanford=5,3,5,2,large,0
predator,predator,2_curator_review,divergence_large,curator_review_single_filter,6,5,"canonical,fm,internal_ts,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",1,canonical_active,4,0,0,4,,Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),,Atomic far DLO,Z-0.-1-0+Z,Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),parser-clean,canonical=4;fm=5;passback=3;stanford=5,3,5,2,large,0
reactor,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),,Atomic far Whirl,Z-0.-1-X,Atomic far Whirl,parser-clean,fm=5;internal_ts=2;passback=2;stanford=5,2,5,3,large,0
ripped-warrior,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),,"Stepping Ducking Butterfly, Alpine Ripwalk",X-1^-0-X,Stepping Ducking Butterfly,parser-clean,fm=5;internal_ts=2;passback=2;stanford=5,2,5,3,large,0
royale,royale,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,4,PARADOX REVERSE DRIFTER,Clip >> Same Out (DEX)(PDX) >> Same Clip (XBD)(DEL),,Clipper far Grifter,X.+0+X,,parser-clean,canonical=4;fm=4;passback=1;stanford=4,1,4,3,large,0
smoke,smoke,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,4,PIXIE DRIFTER,Toe > Same In (DEX) >> Op In (DEX) > Same Clip (XBD)(DEL),,Pixie far Drifter,Z+1.-1+X,,parser-clean,canonical=4;fm=4;passback=2;stanford=4,2,4,2,large,0
sumo,sumo,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,0,4,SUMO,Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Op Toe (DEL),,Nuclear far Mirage,X+0.-1-Z,,parser-clean,canonical=5;fm=5;passback=2;stanford=5,2,5,3,large,0
surge,surge,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,3,,Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL),,Surging far Mirage,X\.+1-1-Z,,parser-clean,canonical=5;fm=5;passback=2;stanford=5,2,5,3,large,0
surreal,surreal,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,0,0,3,,Clip > (back) Spin (BOD) > Same In (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),,Surging far Whirl,X\+1.-1-X,,parser-clean,canonical=6;fm=6;passback=2;stanford=6,2,6,4,large,0
swirl,swirl,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fborg,fm,passback","canonical_db,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,3,1,0,4,SWIRL,dex(1) + xbody(1) + stall(1) --> 3 ADDs,CLIP > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],(downtime) xbd leggy out dex>ss clipper,,,no-stanford,canonical=3;fborg=3;fm=3;passback=1,1,3,2,large,0
terrage,terrage,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,0,3,,Toe > Same In (DEX) >> Same In (DEX) >> Op Toe (DEL),,"(midtime) Toe near Barrage, double-dex ""Pixie""",Z.+1+1-Z,,parser-clean,canonical=4;fm=3;passback=2;stanford=3,2,4,2,large,0
tomahawk,tomahawk,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,0,4,DUCKING PARADOX WHIRL,Clip >> Duck (BOD) >> Same Fornt Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),,Clipper Ducking far Whirl,X^+1-X,,parser-clean,canonical=5;fm=5;passback=1;stanford=5,1,5,4,large,0
trixie,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),,"(midtime) Toe near Triage, triple-dex ""Pixie""",Z.+1+1+1-Z,(midtime) Toe near Triage,parser-clean,fm=5;internal_ts=3;passback=3;stanford=4,3,5,2,large,0
twirl,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fborg,fm,internal_ts,passback","fborg_insert_staging,fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,4,,Clip >> Same Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),CLIP > SAME FRONT/BACK SWIRL [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],(downtime) Twisting near Osis,,Clip >> Same Front Swirl (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),no-stanford,fborg=4;fm=4;passback=1,1,4,3,large,0
venom,venom,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,6,0,0,3,,Clip > (back) Spin (BOD) > Same In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Surging far Double Down,X\-1.-0+0-X,,parser-clean,canonical=6;fm=6;passback=3;stanford=6,3,6,3,large,0
vortex,vortex,2_curator_review,divergence_large,curator_review_single_filter,6,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,1,0,4,VORTEX,Clip >> (back) Spin (BOD) >> Same In (DEX) > Same Clip (XBD)(DEL),,Spinning near Drifter,X.\+1+X,,parser-clean,canonical=4;fm=4;passback=1;stanford=4,1,4,3,large,0
whirlygig,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op Clip (XBD)(DEL),,Stepping far Symp. Whirl,X-1.-!1-X,Stepping far Symp. Whirl,parser-clean,fm=6;internal_ts=2;passback=2;stanford=6,2,6,4,large,0
whirr,,2_curator_review,divergence_large,curator_review_single_filter,6,5,"fborg,fm,internal_ts,passback,stanford","fborg_text,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,5,,Clip >> Op Front Whirl (DEX) >> Same Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),SET > OP IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],double-dex Whirl,*.-1+1-X,Clip >> Op Front Whirl (DEX) >> Same Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),parser-clean,fborg=4;fm=4;passback=2;stanford=4,2,4,2,large,0
your-mom,,2_curator_review,divergence_large,curator_review_single_filter,6,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),,"Atomic far Symp. Double Down, BS Fusion",Z-0.-!0+0-X,Atomic far Symp. Double Down,parser-clean,fm=7;internal_ts=3;passback=3;stanford=6,3,7,4,large,0
assassin,assassin,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus",1,canonical_active,4,1,0,4,PIXIE DUCKING MIRAGE,Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Toe (DEL),,Pixie Ducking far Mirage,Z+1^-1-Z,,parser-clean,canonical=4;fm=4;passback=2;stanford=4,2,4,2,large,0
atom-bomb,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),,"Flailing far Symp. Mirage, Full Symp. Atomsmasher",Z-!0.-!0-Z,Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
