"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Spinning Ducking Clipper","spinning-ducking-clipper","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|spinning","clipper-stall","yes","True","True","True","True","True","False","canonical","footbagmoves"
"Spinning Ducking Osis","spinning-ducking-osis","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|spinning","osis","","True","True","True","True","True","False","canonical","multi"
"Spinning Ducking Pdx Mirage","spinning-ducking-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","ducking|spinning","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Paradox Blender","spinning-paradox-blender","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","6","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-blender(5) --> 6 ADDs","Alt notation: TOE > (back) SPIN [BOD] > SAME IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].","","","CANONICAL","spinning|blender-torque|paradox","osis","","True","True","True","True","True","False","canonical","fborg"
"Spinning Paradox Illusion","spinning-paradox-illusion","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-illusion(3) --> 4 ADDs","","","","CANONICAL","spinning|paradox","illusion","","True","True","True","True","True","False","canonical","fborg"
"Spinning Paradox Mirage","spinning-paradox-mirage","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-mirage(3) --> 4 ADDs","","","","CANONICAL","spinning|paradox","mirage","","True","True","True","True","True","False","canonical","fborg"
"Spinning Paradox Whirl","spinning-paradox-whirl","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-whirl(4) --> 5 ADDs","","","","CANONICAL","spinning|whirl-swirl|paradox","whirl","","True","True","True","True","True","False","canonical","fborg"
"Spinning Pdx DLO","spinning-pdx-dlo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","spinning|dlo-double-down","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Pdx Illusion","spinning-pdx-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","spinning","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Pdx Mirage","spinning-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","spinning","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Pdx Whirl","spinning-pdx-whirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","spinning|whirl-swirl","","","False","False","False","False","False","False","full","footbagmoves"
"Spinning Symp Swirl","spinning-symp-swirl","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","","","A","spinning|whirl-swirl","","","False","False","False","False","False","False","full","passback"
"Spinning Symposium Down Double Down","spinning-symposium-down-double-down","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","6","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + symposium(+1) + down-double-down(4) --> 6 ADDs","","","","C","symposium|spinning|dlo-double-down","","","False","False","False","False","False","False","full","fborg"
"Spitfire","spitfire","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","low","","clip-back-swirl-?","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Spyro Gyro","spyro-gyro","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","5","False","","settled","first_class_ready","high","high","clip-spin-clip","gyro","gyro(+1) + butterfly-swirl(4) --> 5 ADDs","","","FB.org 5-ADD confirms 'Spyro Gyro' (source_adds=5; jobs='CLIP > (BACK) SPIN [BOD] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21.","A","gyro-spyro","","","False","False","False","False","False","False","full","footbagmoves"
"Stampede","stampede","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-to-toe","","","","","","A","","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Blender (same side)","stepping-blender","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","A","stepping|blender-torque","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Clipper (same side)","stepping-clipper","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","3","False","","","","none","","no-notation","","","","","","A","stepping","","","False","False","False","False","False","False","full","multi"
"Stepping Ducking Butterfly (same side)","stepping-ducking-butterfly","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|stepping","butterfly","","True","True","True","True","True","False","canonical","footbagmoves"
"Stepping Ducking DLO","stepping-ducking-dlo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","none","","no-notation","","","","","","A","ducking|stepping|dlo-double-down","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Ducking Far Double Pickup","stepping-ducking-far-double-pickup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","","","C","ducking|stepping","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Ducking Mirage","stepping-ducking-mirage","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","stepping","stepping(+1) + ducking-mirage(3) --> 4 ADDs","","","","CANONICAL","ducking|stepping","mirage","","True","True","True","True","True","False","canonical","fborg"
"Stepping Ducking Osis","stepping-ducking-osis","1 Published Canonical","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","","","CANONICAL","ducking|stepping","osis","","True","True","True","True","True","False","canonical","passback"
"Stepping Ducking Paradox Blender","stepping-ducking-paradox-blender","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","7","False","","settled","first_class_ready","","high","","stepping","stepping(+1) + ducking(+1) + paradox-blender(5) --> 7 ADDs","","","","CANONICAL","ducking|stepping|blender-torque|paradox","osis","","True","True","True","True","True","False","canonical","fborg"
"Stepping Ducking PS Whirl","stepping-ducking-ps-whirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","7","False","","settled","first_class_ready","high","high","clip-duck-clip","stepping","stepping(+1) + ducking(+1) + paradox(+1) + symposium(+1) + whirl(3) --> 7 ADDs","","","FB.org 7-ADD confirms 'Stepping Ducking PS Whirl' (source_adds=7; jobs='CLIP > OP IN [DEX] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","PROMOTED","ducking|stepping|whirl-swirl","","","True","False","True","False","False","True","canonical","footbagmoves"
"Stepping Eggbeater","stepping-eggbeater","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg,footbagmoves","2","4","False","","settled","first_class_ready","none","high","no-notation","stepping","stepping(+1) + eggbeater(3) --> 4 ADDs","","","","CANONICAL","stepping","legover","","True","True","True","True","True","False","canonical","multi"
"Stepping far Clipper","stepping-far-clipper","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","A","stepping","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Illusion (same side)","stepping-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","","","A","stepping","","","False","False","False","False","False","False","full","footbagmoves"
"Stepping Legover (same side)","stepping-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","","","A","stepping","","","False","False","False","False","False","False","full","footbagmoves"
