"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Pixie Ducking Clipper","pixie-ducking-clipper","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","ducking|pixie","clipper-stall","yes","True","True","True","True","True","False","canonical","stanford"
"Pixie Ducking DLO (Goliath)","pixie-ducking-dlo-goliath","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","ducking|pixie|dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Ducking Illusion","pixie-ducking-illusion","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","ducking|pixie","illusion","","True","True","True","True","True","False","canonical","stanford"
"Pixie Ducking Legover (Puck)","pixie-ducking-legover-puck","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","ducking|pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Ducking Mirage (Assassin)","pixie-ducking-mirage-assassin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","ducking|pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Ducking Osis","pixie-ducking-osis","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","ducking|pixie","osis","","True","True","True","True","True","False","canonical","stanford"
"Pixie Ducking Pickup (Alpine Paste)","pixie-ducking-pickup-alpine-paste","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","ducking|pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Ducking Spinning Toe (Wahnsinn)","pixie-ducking-spinning-toe-wahnsinn","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","ducking|pixie|spinning","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Ducking Symposium Mirage (Royal Assassin)","pixie-ducking-symposium-mirage-royal-assassin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","ducking|pixie|symposium","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Ducking Whirl","pixie-ducking-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","ducking|pixie|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","stanford"
"Pixie Dyno","pixie-dyno","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","pixie","dyno","","True","True","True","True","True","False","canonical","stanford"
"Pixie Eggbeater (Pig Beater)","pixie-eggbeater-pig-beater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Flail (Backside Smudge)","pixie-flail-backside-smudge","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Grifter","pixie-grifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Guay","pixie-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Gyro DLO (Gilan)","pixie-gyro-dlo-gilan","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|gyro-spyro|dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Gyro Torque (Pixie Mobius)","pixie-gyro-torque-pixie-mobius","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|gyro-spyro|blender-torque","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Illusion (Smudge)","pixie-illusion-smudge","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","False","True","canonical","stanford"
"Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|gyro-spyro","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Legover (PLO)","pixie-legover-plo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Massacre","pixie-massacre","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Merlin","pixie-merlin","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Mirage (Smear)","pixie-mirage-smear","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Miraging Butterfly (Yoda)","pixie-miraging-butterfly-yoda","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Miraging Flail","pixie-miraging-flail","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","pixie","flail","","True","True","True","True","True","False","canonical","stanford"
"Pixie Miraging Symposium Eggbeater (Pixie Armageddon)","pixie-miraging-symposium-eggbeater-pixie-armageddon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|symposium","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Paradon (Dimmiest)","pixie-paradon-dimmiest","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Pickup (Paste)","pixie-pickup-paste","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Reverse Guay","pixie-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Reverse Swirl","pixie-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Reverse Whirl","pixie-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Spinning Blender (Overlord)","pixie-spinning-blender-overlord","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|spinning|blender-torque","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Spinning PS Whirl (Blue Widow)","pixie-spinning-ps-whirl-blue-widow","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|spinning|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Spinning Whirl (Slapstick)","pixie-spinning-whirl-slapstick","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|spinning|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Barrage","pixie-ss-barrage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Blender","pixie-ss-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|blender-torque","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Butterfly (Park Walk)","pixie-ss-butterfly-park-walk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie","","","True","False","True","False","False","True","canonical","stanford"
"Pixie ss Butterfly Swirl (Park Walk Swirl)","pixie-ss-butterfly-swirl-park-walk-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Clipper","pixie-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Da Da Curve","pixie-ss-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss DLO","pixie-ss-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Double Switchover","pixie-ss-double-switchover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Drifter (Catacomb)","pixie-ss-drifter-catacomb","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Dyno (Majello)","pixie-ss-dyno-majello","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Eggbeater","pixie-ss-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Flail","pixie-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Grifter","pixie-ss-grifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Guay","pixie-ss-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Illusion","pixie-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Legover (Magellan)","pixie-ss-legover-magellan","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Osis (Maverick)","pixie-ss-osis-maverick","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Reverse Guay","pixie-ss-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Swirl","pixie-ss-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|symposium","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|symposium","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|symposium|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|symposium|whirl-swirl|dragon-rake","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Torque","pixie-ss-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|blender-torque","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss Whirl","pixie-ss-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie ss XBD Rake","pixie-ss-xbd-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|dragon-rake","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Symposium Eggbeater (Pandemonium)","pixie-symposium-eggbeater-pandemonium","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie|symposium","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Symposium Mirage (Backside Smear)","pixie-symposium-mirage-backside-smear","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie|symposium","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","C","pixie|symposium|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Symposium Whirl","pixie-symposium-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","pixie|symposium|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","stanford"
"Pixie Symposium Whirling Swirl (Croissant)","pixie-symposium-whirling-swirl-croissant","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|symposium|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Torque (Porque)","pixie-torque-porque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","pixie|blender-torque","","","True","False","True","False","True","False","canonical","stanford"
"Pixie Weaving Butterfly","pixie-weaving-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pixie|weaving","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Weaving Mirage","pixie-weaving-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pixie|weaving","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Weaving Osis","pixie-weaving-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pixie|weaving","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Weaving Symposium Mirage","pixie-weaving-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pixie|symposium|weaving","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Weaving Whirl","pixie-weaving-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pixie|whirl-swirl|weaving","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Wonton Butterfly (Wookie)","pixie-wonton-butterfly-wookie","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie XBD Rake (Swerve)","pixie-xbd-rake-swerve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","pixie|dragon-rake","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Zulu Butterfly","pixie-zulu-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Zulu Mirage","pixie-zulu-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Zulu Osis","pixie-zulu-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|symposium","","","False","False","False","False","False","False","name-only","stanford"
"Pixie Zulu Whirl","pixie-zulu-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","pixie|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Barrage","pogo-barrage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Blender","pogo-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","blender-torque|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Clipper","pogo-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Da Da Curve","pogo-da-da-curve","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo DLO","pogo-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","dlo-double-down|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Drifter","pogo-drifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Eggbeater","pogo-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Illusion","pogo-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Legover","pogo-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Mirage","pogo-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Motion","pogo-motion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Clipper","pogo-ss-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Flail","pogo-ss-flail","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Illusion","pogo-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Legover","pogo-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Mirage","pogo-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Pickup","pogo-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo ss Symposium Mirage","pogo-ss-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","symposium|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Torque","pogo-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","blender-torque|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Whirl","pogo-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","whirl-swirl|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Pogo Whirling Swirl","pogo-whirling-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","D","whirl-swirl|pogo","","","False","False","False","False","False","False","name-only","stanford"
"Quantum Blender (Tofu)","quantum-blender-tofu","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum|blender-torque","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Butterfly (Trip Walk)","quantum-butterfly-trip-walk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Butterfly Swirl (Triptide)","quantum-butterfly-swirl-triptide","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","quantum|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Quantum DLO (Toe Fog)","quantum-dlo-toe-fog","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","quantum|dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Quantum DOD (Plasma)","quantum-dod-plasma","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","quantum","","","False","False","False","False","False","False","name-only","stanford"
"Quantum Eclipse","quantum-eclipse","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","quantum|eclipse-hop-over","eclipse","","True","True","True","True","True","False","canonical","stanford"
"Quantum Eggbeater (Boulder Beater)","quantum-eggbeater-boulder-beater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Flail (Backside Toe Blizzard)","quantum-flail-backside-toe-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","quantum","","","False","False","False","False","False","False","name-only","stanford"
"Quantum Guay","quantum-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","quantum","","","False","False","False","False","False","False","name-only","stanford"
"Quantum Gyro Mirage (Quagmire)","quantum-gyro-mirage-quagmire","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","gyro-spyro|quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Illusion (Toe Blizzard)","quantum-illusion-toe-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Mirage (Toe Blur)","quantum-mirage-toe-blur","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Pickup (Leg Eater)","quantum-pickup-leg-eater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Reverse Guay","quantum-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","quantum","","","False","False","False","False","False","False","name-only","stanford"
"Quantum Symposium Mirage (Conniption City)","quantum-symposium-mirage-conniption-city","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","symposium|quantum","","","True","False","True","False","True","False","canonical","stanford"
"Quantum Symposium Whirl","quantum-symposium-whirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","","","CANONICAL","symposium|quantum|whirl-swirl","whirl","","True","True","True","True","True","False","canonical","stanford"
"Quantum Torque (Quark)","quantum-torque-quark","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","quantum|blender-torque","","","True","False","True","False","True","False","canonical","stanford"
"Quasi Butterfly (Paradox Ripwalk)","quasi-butterfly-paradox-ripwalk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","paradox","","","False","False","False","False","False","False","name-only","stanford"
"Quasi Illusion (Paradox Blizzard)","quasi-illusion-paradox-blizzard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","paradox","","","False","False","False","False","False","False","name-only","stanford"
"Quasi Mirage (Paradox Blur)","quasi-mirage-paradox-blur","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","paradox","","","False","False","False","False","False","False","name-only","stanford"
"Quasi Symposium Whirl (Paratoxic)","quasi-symposium-whirl-paratoxic","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","symposium|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Quasi Whirl","quasi-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Rake (Reverse Pendulum)","rake-reverse-pendulum","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","dragon-rake","","","True","False","True","False","True","False","canonical","stanford"
"Reverse ATW","reverse-atw","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","PROMOTED","","","","True","False","True","False","False","True","canonical","stanford"
"Reverse Guay (Legover Inside Delay)","reverse-guay-legover-inside-delay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling Blender","reverse-swirling-blender","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl|blender-torque","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling Dragon (Snapdragon)","reverse-swirling-dragon-snapdragon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","whirl-swirl|dragon-rake","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling Osis (Twirl)","reverse-swirling-osis-twirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl|blender-torque|paradox","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling PS Whirl","reverse-swirling-ps-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","symposium|whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Walkover","reverse-walkover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Whirling Osis (Dyno)","reverse-whirling-osis-dyno","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Reverse Whirling Twirl","reverse-whirling-twirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","whirl-swirl","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Butterfly (Dasein)","sailing-butterfly-dasein","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Clipper","sailing-clipper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing DLO","sailing-dlo","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Sailing DOD","sailing-dod","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Eggbeater","sailing-eggbeater","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Legover","sailing-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Mirage (Dominatrix)","sailing-mirage-dominatrix","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Pickup","sailing-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss Butterfly (Sail Down)","sailing-ss-butterfly-sail-down","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","B","dlo-double-down","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss Illusion","sailing-ss-illusion","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss Legover","sailing-ss-legover","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss Mirage","sailing-ss-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing ss Pickup","sailing-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","","","","False","False","False","False","False","False","name-only","stanford"
"Sailing Symposium Mirage","sailing-symposium-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","","","A","symposium","","","False","False","False","False","False","False","name-only","stanford"
