"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"spinning_ducking_paradox_drifter","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_drifter","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_mirage","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"spinning_ducking_paradox_symposium_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_ducking_paradox_symposium_mirage","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"spinning_ducking_paradox_symposium_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_ducking_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"spinning_ducking_paradox_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"spinning_ducking_pickup","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_pickup","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_superfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_superfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_double_over_down","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_double_over_down","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_ducking_symposium_double_over_down","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_double_over_down","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_torque","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_ducking_symposium_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_torque","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"spinning_ducking_symposium_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_symposium_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_eggbeater","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_guay","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"spinning_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"spinning_illusion","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"spinning_legover","legover-topology","base_trick=legover","high","topology heuristic"
"spinning_legover","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"spinning_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"spinning_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"spinning_miraging_symposium_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"spinning_osis","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_osis","uptime-dex-downtime-osis","spinning + osis archetype","high","execution-pattern rule"
"spinning_paradox_blender","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_blender","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_double_leg_over","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_double_leg_over","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_drifter","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_drifter","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_illusion","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_illusion","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_mirage","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"spinning_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_symposium_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_paradox_torque","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_torque","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_paradox_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_paradox_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"spinning_pickup","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"spinning_rev_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_reverse_guay","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_reverse_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"spinning_reverse_swirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_reverse_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"spinning_superfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"spinning_swirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"spinning_symposium_double_over_down","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_double_over_down","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_double_over_down","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_symposium_down_double_down","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_down_double_down","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_down_double_down","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_symposium_eggbeater","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_eggbeater","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_symposium_flux","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_flux","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_flux","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_symposium_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"spinning_symposium_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"spinning_symposium_illusion","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_illusion","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_illusion","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"spinning_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"spinning_symposium_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
