"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes"
"footbagmoves","footbagmoves-sample.txt","Amadeus","","Gyro Dada Curve","5","Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin","same in|op out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › op out(DEX) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Arachnophobia","","Stepping Diving Double Legover","5","Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","","","dive","same in|op out","toe","","","DEX|BOD|DEX|DEX|DEL","clip › op in(DEX) ⟫ dive(BOD) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","5","0","clip-dive-toe","dive-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Atomic DLO","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Atomic Drifter","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Avalanche","","Stepping Ducking Pdx Illusion","5","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL)","clip","op in","","","duck","op out [PDX]","toe","","","DEX|BOD|DEX|PDX|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX,PDX) › op toe(DEL)","5","0","clip-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Barroque","","Barraging Osis","5","Clip > Op In (DEX) > Same In (DEX) >> (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","same in","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ [back] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Bedwetter","","Blurry Eggbeater","5","Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","op out [PDX]","","","op out","toe","","","DEX|DEX|PDX|DEX|DEL","clip › op in(DEX) ⟫ op out(DEX,PDX) › op out(DEX) › same toe(DEL)","5","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Bigwalk","","Surging Butterfly","5","Clip > (back) Spin (BOD) > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin","same in|op out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip › [back] spin(BOD) › same in(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","69","","Nuclear Drifter","6","Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Same Clip (XBD)(DEL)","clip","same out [PDX]","","","","op in [XDEX]","clip","","XBD","DEX|PDX|DEX|XDEX|XBD|DEL","clip › same out(DEX,PDX) ⟫ op in(DEX,XDEX) › same clip(XBD,DEL)","6","0","clip-xdex-clip","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Anoxia","","Spinning Ducking Paradox Symposium Mirage","6","Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op In (DEX)(PDX)(BOD) > Op Toe (DEL)","clip","","","","back-spin|duck","op in [PDX,BOD]","toe","","","BOD|BOD|DEX|PDX|BOD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ [no plant while] op in(DEX,PDX,BOD) › op toe(DEL)","6","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Arch Nemesis","","Barraging ss Double Double Down","6","Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","same in","","","same out|same out","clip","","XBD","DEX|DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","6","0","clip-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Atom Bomb","","Flailing Symposium Mirage","6","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe","op out [BOD]","","no plant while","","op in [XDEX,BOD]","toe","","","DEX|BOD|DEX|XDEX|BOD|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","6","0","toe-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Big Apple","","Gyro Symposium Torque","6","Clip >> (back) Spin (BOD) > (no plant while) Same In (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|BOD|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › [no plant while] same in(DEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Bill & Ted`s Bogus Journey","","Flailing ss Symposium Double Legover","6","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","op out [BOD]","same in [BOD]","no plant while","","op out","toe","","","DEX|BOD|DEX|BOD|DEX|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same in(DEX,BOD) › op out(DEX) › same toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Blurrage","","Blurry Barrage","6","Clip > Op In (DEX) >> Op In (DEX)(PDX) > Same In (DEX)(XDEX) > Op Toe (DEL)","clip","op in","op in [PDX]","","","same in [XDEX]","toe","","","DEX|DEX|PDX|DEX|XDEX|DEL","clip › op in(DEX) ⟫ op in(DEX,PDX) › same in(DEX,XDEX) › op toe(DEL)","6","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Colossus","","Spyro Diving Symposium Whirl","6","Clip >> (back) Spin (BOD) > Dive (BOD) >> (no plant while) Same Front Whirl (DEX)(BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|dive","same front whirl [BOD]","clip","","XBD","BOD|BOD|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › dive(BOD) ⟫ [no plant while] same front whirl(DEX,BOD) › op clip(XBD,DEL)","6","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Compound Fracture","","Railing ss Double Legover","6","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in [BOD]","op in","rooted","","same in|op out","toe","","","DEX|BOD|DEX|DEX|DEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Cristal","","Quantum Ducking Whirl","6","Toe > Op In (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","op in","","","duck","op front whirl [XDEX]","clip","","XBD","DEX|BOD|DEX|XDEX|XBD|DEL","toe › op in(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","6","0","toe-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Alpine Big Apple","","Gyro Ducking Symposium Torque","7","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Apocalypse","","Pixie Miraging Symposium Miraging Legover","7","Toe > Same In (DEX) >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","same in","op in","no plant while","","op in [XDEX,BOD]|op out","toe","","","DEX|DEX|DEX|XDEX|BOD|DEX|DEL","toe › same in(DEX) ⟫ op in(DEX) › [no plant while] op in(DEX,XDEX,BOD) › op out(DEX) › same toe(DEL)","7","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Atomotion","","Atomic Motion","7","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","op out","op out [XDEX]","","back-spin","","clip","","XBD","DEX|DEX|XDEX|DEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ op out(DEX,XDEX) › same out(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Big Papa Smurf","","Surfing ss Blender","7","Toe > Same Out (DEX) > (no plant while) Op Back Swirl (DEX)(BOD) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same out","op back swirl [BOD]","no plant while","back-spin","","clip","","XBD","DEX|DEX|BOD|DEX|BOD|XBD|DEL","toe › same out(DEX) › [no plant while] op back swirl(DEX,BOD) ⟫ op front whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","toe-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Bill & Ted`s Excellent Adventure","","Flailing ss Symposium Eggbeater","7","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same Out (DEX)(XDEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","op out [BOD]","same out [XDEX,BOD]","no plant while","","op out","toe","","","DEX|BOD|DEX|XDEX|BOD|DEX|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same out(DEX,XDEX,BOD) › op out(DEX) › same toe(DEL)","7","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Blue Widow","","Pixie Spinning Paradox Symposium Whirl","7","Toe > Same In (DEX) >> (back) Spin (BOD) >> (no plant while) Same Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL)","toe","same in","","","back-spin","same front whirl [PDX,BOD]","clip","","XBD","DEX|BOD|DEX|PDX|BOD|XBD|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ [no plant while] same front whirl(DEX,PDX,BOD) › op clip(XBD,DEL)","7","0","toe-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Blurry Chainsaw Massacre","","Blurry Illusioning Paradox Symposium Eggbeater","7","Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(PDX)(BOD) > Op Out (DEX) > Same Toe (DEL)","clip","op out","op out [XDEX,PDX,BOD]","no plant while","","op out","toe","","","DEX|DEX|XDEX|PDX|BOD|DEX|DEL","clip ⟫ op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,PDX,BOD) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Chainsaw Massacre","","Bubba Paradox Symposium Eggbeater","7","Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(PDX)(BOD) > Op Out (DEX) > Same Toe (DEL)","clip","op out","op out [XDEX,PDX,BOD]","no plant while","","op out","toe","","","DEX|DEX|XDEX|PDX|BOD|DEX|DEL","clip ⟫ op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,PDX,BOD) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Clown Face","","Furious Eggbeater","7","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","same in","","","op out [XDEX,PDX]|op out","toe","","","DEX|DEX|DEX|XDEX|PDX|DEX|DEL","clip › op in(DEX) › same in(DEX) ⟫ op out(DEX,XDEX,PDX) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Cold Fusion","","Nuclear Double Over Down","7","Clip > Same Out (DEX)(PDX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","same out [PDX]","op out [XDEX]","","","same out","clip","","XBD","DEX|PDX|DEX|XDEX|DEX|XBD|DEL","clip › same out(DEX,PDX) ⟫ op out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","7","0","clip-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Dorshanatrix","","Railing Symposium Mirage","7","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe","same in [BOD]","op out","no plant while|rooted","","op in [XDEX,BOD]","toe","","","DEX|BOD|DEX|DEX|XDEX|BOD|DEL","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","7","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Floatation","","Floating Butterfly","7","Toe > (no plant while) Op In (DEX)(BOD) > Op In (DEX)(XDEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe","op in [BOD]","op in [XDEX]","no plant while","","op out","clip","","XBD","DEX|BOD|DEX|XDEX|DEX|XBD|DEL","toe › [no plant while] op in(DEX,BOD) › op in(DEX,XDEX) ⟫ op out(DEX) › op clip(XBD,DEL)","7","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Flying Fish","","Railing Ducking Mirage","7","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","same in [BOD]","op in","rooted","duck","op in [XDEX]","toe","","","DEX|BOD|DEX|BOD|DEX|XDEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › op toe(DEL)","7","0","toe-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Gangsta Party","","Spinning Ducking Paradox Blender","7","Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|duck|back-spin","","clip","","XBD","BOD|BOD|DEX|PDX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ op front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Gauntlet","","Blurry Ducking Torque","7","Clip > Op In (DEX) >> Duck (BOD) >> Op In (DEX)(PDX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|PDX|BOD|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op in(DEX,PDX) › [back] spin(BOD) › op clip(XBD,DEL)","7","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Genesis","","Furious Whirl","7","Clip > Op In (DEX) > Same In (DEX) >> Op Front Whirl (DEX)(XDEX)(PDX) > Op Clip (XBD)(DEL)","clip","op in","same in","","","op front whirl [XDEX,PDX]","clip","","XBD","DEX|DEX|DEX|XDEX|PDX|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ op front whirl(DEX,XDEX,PDX) › op clip(XBD,DEL)","7","0","clip-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Genuphobia","","Fairy Spyro Symposium Torque","7","Toe > Same Out (DEX) >> (back) Spin (BOD) >> (no plant while) Op In (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same out","","","back-spin|back-spin","","clip","","XBD","DEX|BOD|DEX|BOD|BOD|XBD|DEL","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ [no plant while] op in(DEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","7","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Icarus","","Atomic Ducking Torque","7","Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","op out","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|XDEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › [back] spin(BOD) › op clip(XBD,DEL)","7","0","toe-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Kyttyrä","","Far Whirling Bent Symposium Swirling Osis","7","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Liquifier","","Splicing ss Blender","7","Clip > (back) Spin (BOD) > (no plant while) Front Swirl (DEX)(BOD) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|BOD|DEX|BOD|XBD|DEL","clip › [back] spin(BOD) › [no plant while] front swirl(DEX,BOD) ⟫ op front whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Margaritaville","","Surging Paradox Blender","7","Clip > (back) Spin (BOD) > Same In (DEX) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|DEX|PDX|BOD|XBD|DEL","clip › [back] spin(BOD) › same in(DEX) ⟫ op front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Moirius","","Spyro Symposium Torquescrew","7","Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|BOD|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ [no plant while] same in(DEX,BOD) › op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Montage","","Spinning Ducking Paradox Symposium Whirl","7","Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|duck","op front whirl [PDX,BOD]","clip","","XBD","BOD|BOD|DEX|PDX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ [no plant while] op front whirl(DEX,PDX,BOD) › op clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Nebula","","Furious Double Legover","7","Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(XDEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","same in","","","op in [XDEX,PDX]|op out","toe","","","DEX|DEX|DEX|XDEX|PDX|DEX|DEL","clip › op in(DEX) › same in(DEX) ⟫ op in(DEX,XDEX,PDX) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Nemesis Swirl","","Barraging Barfly Swirl","7","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-sample.txt","Odula","","Blurry Zulu Blender","7","Clip > Op In (DEX) >> Dive (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","op in","","","dive|back-spin","","clip","","XBD","DEX|BOD|DEX|PDX|BOD|XBD|DEL","clip › op in(DEX) ⟫ dive(BOD) ⟫ op front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-dive-whirl","dive-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Oh Wheely","","Nuclear Nova","7","Clip > Same Out (DEX)(PDX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","clip","same out [PDX]","op in [XDEX,BOD]","no plant while","","op out","toe","","","DEX|PDX|DEX|XDEX|BOD|DEX|DEL","clip › same out(DEX,PDX) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Overlord","","Pixie Spinning Paradox Blender","7","Toe > Same In (DEX) >> (back) Spin (BOD) >> Same Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same in","","","back-spin|back-spin","","clip","","XBD","DEX|BOD|DEX|PDX|BOD|XBD|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ same front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","toe-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Rage","","Furious Symposium Mirage","7","Clip > Op In (DEX) > Same In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL)","clip","op in","same in","no plant while","","op in [XDEX,BOD,PDX]","toe","","","DEX|DEX|DEX|XDEX|BOD|PDX|DEL","clip › op in(DEX) › same in(DEX) ⟫ [no plant while] op in(DEX,XDEX,BOD,PDX) › op toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Rail Warrior","","Railing Ducking Butterfly","7","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe","same in [BOD]","op out","rooted","duck","op out","clip","","XBD","DEX|BOD|DEX|BOD|DEX|XBD|DEL","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","7","0","toe-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Redwetter","","Shooting Eggbeater","7","Clip > Op In (DEX) > Op Out (DEX)(PDX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","op out [PDX]","","","op out [XDEX]|op out","toe","","","DEX|DEX|PDX|DEX|XDEX|DEX|DEL","clip › op in(DEX) › op out(DEX,PDX) ⟫ op out(DEX,XDEX) › op out(DEX) › same toe(DEL)","7","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Sasquatch","Warlock","Blurry Symposium Whirling XBD Rake","7","Clip > Op In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op XBD Rake (XBD)(DEL)(DEX)","clip","op in","op front whirl [BOD,PDX]","no plant while","","op [XBD]","Op XBD Rake (XBD)(DEL)(DEX)","","XBD","DEX|DEX|BOD|PDX|XBD|DEL|DEX","clip › op in(DEX) ⟫ [no plant while] op front whirl(DEX,BOD,PDX) › op(XBD,DEL,DEX)","7","0","clip-front-whirl-?","whirl-family","xbd rake","medium","needs_review",""
"footbagmoves","footbagmoves-sample.txt","Stepping Ducking PS Whirl","","","7","CLIP > OP IN [DEX] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL]","clip","op in","","","duck","op in [PDX,BOD]","clip","","XBD","DEX|BOD|PDX|BOD|DEX|XBD|DEL","clip › op in(DEX) › duck(BOD) › [no plant while] op in(PDX,BOD,DEX) › op clip(XBD,DEL)","7","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Super Ego","","Atomic Ducking Blender","7","Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","op out","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|XDEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","toe-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Superdeeduperfly","","Spinning Ducking Symposium Double Over Down","7","Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin|duck","op out [BOD]|same out","clip","","XBD","BOD|BOD|DEX|BOD|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ [no plant while] op out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","7","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Swirlwind","","Spinning Paradox Symposium Whirling Swirl","7","Clip >> (back) Spin (BOD) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","","","","back-spin","op front whirl [BOD,PDX]|op back swirl","clip","","XBD","BOD|DEX|BOD|PDX|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ [no plant while] op front whirl(DEX,BOD,PDX) › op back swirl(DEX) › same clip(XBD,DEL)","7","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Syberian Express","","Stepping Ducking Far Motion","7","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","op in","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|DEX|BOD|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › same out(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","7","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-sample.txt","Warp","","Warping Mirage","7","Toe > (no plant while) Op Out (DEX)(BOD) > Op Out (DEX)(XDEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","op out [BOD]","op out [XDEX]","no plant while","","op in [XDEX]","toe","","","DEX|BOD|DEX|XDEX|DEX|XDEX|DEL","toe › [no plant while] op out(DEX,BOD) › op out(DEX,XDEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","7","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
